,clusterNo.,x,y
282,1.0,114.04484623938112,22.52250129162044
283,1.0,114.04484298243545,22.52267024148806
284,1.0,114.04484653900109,22.522888995737727
285,1.0,114.04487672922825,22.52227979636858
286,1.0,114.04491451611054,22.52091503165424
287,1.0,114.0448498241547,22.523989195407722
288,1.0,114.04489647251941,22.521966406268188
289,1.0,114.04484826622301,22.52452864921622
290,2.0,114.04497422970255,22.518850983639684
291,1.0,114.0448640005973,22.524259458968245
292,1.0,114.0448984691204,22.522765069561213
293,1.0,114.0448601106513,22.52472454877061
294,1.0,114.04489648761106,22.523254048118645
295,1.0,114.04492511700033,22.52262455773679
296,1.0,114.04488341453356,22.524931330627815
297,1.0,114.04492691883533,22.523064859389883
298,1.0,114.0449056328357,22.524151186801493
299,1.0,114.04495728880576,22.522114107217014
300,1.0,114.04495545475932,22.522861517532327
301,1.0,114.04492642942655,22.52441104762026
302,1.0,114.04494806644408,22.52349688891585
303,1.0,114.0449715203664,22.522918468848637
304,1.0,114.04499479449188,22.521950508216353
305,1.0,114.0449803866469,22.522747320742983
306,1.0,114.04495386162154,22.524047164963356
307,1.0,114.0449706013922,22.523324793503956
308,1.0,114.04498273537975,22.523982545766668
309,1.0,114.04506933946263,22.52016498482176
310,1.0,114.04502205364544,22.522541914720545
311,1.0,114.0449932416782,22.52424399485619
312,1.0,114.04501049793572,22.523463248731655
313,1.0,114.0450053850002,22.52383840420219
314,1.0,114.04505174079239,22.522064731408054
315,2.0,114.04520276336989,22.5154219682494
316,1.0,114.04502937050485,22.52368952169116
317,1.0,114.04508584583058,22.521178480517225
318,1.0,114.04508783335284,22.52146921036406
319,1.0,114.04506639045267,22.522854765315703
320,1.0,114.0450320995038,22.52487892077306
321,1.0,114.04510728501485,22.521875948627567
322,1.0,114.04506092565362,22.52406259922637
323,1.0,114.04508579200055,22.52291162670327
324,1.0,114.04509183795925,22.523146227113006
325,1.0,114.04506491469776,22.524460598689735
326,1.0,114.04505788540617,22.52524438967878
327,1.0,114.04509911078182,22.523427520087935
328,1.0,114.04512510180271,22.522462276819272
329,1.0,114.04513419363275,22.522140230967356
330,1.0,114.04510678440661,22.52360735102561
331,1.0,114.04513753616015,22.522810189005515
332,1.0,114.04514110898839,22.52264895447527
333,1.0,114.04516240079194,22.52196766713421
334,1.0,114.0451339382392,22.523862915367612
335,1.0,114.04513162272966,22.52424287083286
336,1.0,114.04516766262805,22.522973467632013
337,1.0,114.04516332491187,22.523719524519116
338,1.0,114.04515533199398,22.52436333782281
339,1.0,114.04521439157183,22.522232503151503
340,1.0,114.0451821302894,22.5241155273554
341,1.0,114.04522880580538,22.52208628323442
342,1.0,114.04520491110094,22.52325233683605
343,1.0,114.04518297710892,22.525138891629354
344,1.0,114.04525726601425,22.52189050627804
345,2.0,114.04539624782677,22.515565694619767
346,1.0,114.04523422490686,22.523651728759226
347,1.0,114.04525591540735,22.522739919236226
348,1.0,114.04524949681365,22.523089894113646
349,1.0,114.04522604972897,22.524718261399126
350,1.0,114.04524103001802,22.524452353671613
351,1.0,114.045273205003,22.52389731535226
352,1.0,114.04528180408833,22.52427342956083
353,1.0,114.04533384681781,22.52201179535352
354,1.0,114.04532451916471,22.522858084476127
355,1.0,114.04531778581796,22.523374010315848
356,1.0,114.04533933201664,22.522924320199305
357,1.0,114.04532469831891,22.52370601174601
358,1.0,114.04531604017713,22.524154893724386
359,1.0,114.04537162456161,22.522132557804383
360,1.0,114.04540374346274,22.52081629098795
361,1.0,114.04537506133008,22.522628588575195
362,1.0,114.04540189195896,22.521890210042553
363,1.0,114.04538039183194,22.523029946276086
364,1.0,114.04536929332097,22.523909017600605
365,1.0,114.04541604381079,22.522728398086286
366,1.0,114.04541252155961,22.523178535240003
367,1.0,114.04541274718228,22.523751327189913
368,1.0,114.04545005549357,22.522588793767717
369,1.0,114.04541925907252,22.52505903031196
370,1.0,114.04545977190055,22.523295466223864
371,1.0,114.04546221757879,22.523441000562443
372,1.0,114.04543384099784,22.524818635710478
373,1.0,114.04542845525133,22.525269558486634
374,1.0,114.0455078395522,22.521886987197387
375,1.0,114.04549825850333,22.522677888471364
376,1.0,114.04546855470149,22.52430214370803
377,1.0,114.04554265509574,22.52105288446024
378,1.0,114.04551404351386,22.522557117810177
379,1.0,114.04551550828293,22.522840150404377
380,1.0,114.04549628476558,22.52377422629598
381,2.0,114.04567701184506,22.51533543983243
382,1.0,114.04548742248936,22.524575727152218
383,1.0,114.04550573532131,22.52394546471048
384,1.0,114.04557347342366,22.521395367920167
385,2.0,114.04565391600579,22.517803230031813
386,1.0,114.04556789588484,22.522646363532807
387,1.0,114.04559335511175,22.52184216241685
388,1.0,114.04556811585948,22.523589499760064
389,1.0,114.0456054011864,22.52250423863788
390,1.0,114.04559935397046,22.522967424011387
391,1.0,114.04565700839974,22.52051311684533
392,1.0,114.04566803466793,22.52035023910551
393,1.0,114.04560895759853,22.52380889907103
394,1.0,114.04563215900036,22.522893991135145
395,1.0,114.04563581692692,22.522727044895273
396,1.0,114.04567010121829,22.521814004223828
397,1.0,114.04564821232009,22.52314336822464
398,1.0,114.0456608655861,22.522588007842888
399,2.0,114.04577163941825,22.518185201396314
400,1.0,114.04574074895854,22.519993100821562
401,1.0,114.04565132242563,22.524311962783894
402,2.0,114.04580257239043,22.51720843840441
403,1.0,114.04568573102517,22.5227964304417
404,1.0,114.04568034078581,22.523311777948575
405,2.0,114.04581907320578,22.51787309539325
406,1.0,114.0457393633231,22.521775552187442
407,1.0,114.04570711650602,22.523425691727475
408,2.0,114.04587456881359,22.515563378806
409,1.0,114.04570662416437,22.5235771146332
410,1.0,114.04573928870424,22.522923504120932
411,1.0,114.04574357742979,22.522872622401778
412,1.0,114.04567206333019,22.526746982498082
413,1.0,114.04575607298105,22.52302097282876
414,1.0,114.04578937320925,22.52268655411413
415,1.0,114.0457818317073,22.523736017687362
416,1.0,114.04582507171905,22.521734084535964
417,1.0,114.04582934695587,22.521892642656095
418,2.0,114.04591990840598,22.51775977806947
419,1.0,114.04581426932815,22.5231083444819
420,1.0,114.04581425800656,22.523281774776244
421,1.0,114.04580888349881,22.523559273594472
422,1.0,114.04584789184369,22.522999703094015
423,1.0,114.0458410324977,22.52341550929722
424,1.0,114.04586262089312,22.522832453094196
425,1.0,114.04583304503049,22.524965411570825
426,1.0,114.04575908712344,22.52873336621016
427,1.0,114.04589300321561,22.522618581552972
428,1.0,114.04590001732696,22.522463998481463
429,1.0,114.0459214947062,22.52167938164255
430,1.0,114.04588385728681,22.523851474180027
431,1.0,114.04575948184805,22.530004881432784
432,2.0,114.04603244866831,22.51783880120848
433,1.0,114.04593250492358,22.52321648886289
434,1.0,114.04594310566834,22.52276794666408
435,1.0,114.04591598098936,22.524104120175963
436,1.0,114.04592821665841,22.523535683803036
437,1.0,114.04594284266715,22.52289005660326
438,1.0,114.04592614543301,22.523684847901418
439,1.0,114.04593209573015,22.52341036941659
440,1.0,114.04596083593856,22.522161295049276
441,1.0,114.04594386163086,22.52296432424431
442,1.0,114.04596964599304,22.52257782651743
443,1.0,114.0459588864991,22.52329634701031
444,1.0,114.04594022003327,22.524360061884085
445,1.0,114.04593480257539,22.52468363929195
446,1.0,114.0459961282994,22.521812913059513
447,1.0,114.0459562180107,22.52398887140443
448,1.0,114.04601256032778,22.521641207319988
449,1.0,114.04599643932906,22.522429116881128
450,1.0,114.04600716285,22.52227548438066
451,2.0,114.04609900585267,22.518304502707142
452,1.0,114.04601456771779,22.523096869328466
453,1.0,114.04602596462236,22.52286927036344
454,1.0,114.0460124360085,22.523553905933433
455,1.0,114.04600706151153,22.52383140418458
456,1.0,114.04602316000164,22.523395319768152
457,1.0,114.04609331254416,22.520234886727135
458,1.0,114.04604999915747,22.522533067308004
459,1.0,114.04605255939835,22.52293027329912
460,1.0,114.0460607025116,22.522686656227894
461,1.0,114.04608742315443,22.52159307674767
462,1.0,114.04608214952181,22.522374436542933
463,1.0,114.04609288882739,22.521973044057937
464,1.0,114.04604989415215,22.52414844516495
465,1.0,114.04605493372645,22.52402150007162
466,2.0,114.04622728634126,22.51594478704916
467,1.0,114.04612949687291,22.520709497135595
468,1.0,114.0460659924875,22.52371236197482
469,1.0,114.04597501436295,22.528062734021294
470,1.0,114.04598247195008,22.527898770902116
471,1.0,114.04611040844068,22.522129402433613
472,1.0,114.0461231762212,22.521725484909656
473,1.0,114.0460928075028,22.523226704020463
474,2.0,114.04625603594312,22.515966402827903
475,1.0,114.04612625752641,22.522237369107163
476,1.0,114.04605580284793,22.52586071856556
477,1.0,114.04610886801397,22.523375325995506
478,1.0,114.04610563974296,22.523589394637767
479,1.0,114.04610168447857,22.523857786219924
480,1.0,114.04614642299688,22.522478365623837
481,1.0,114.04613898132018,22.523032370668105
482,1.0,114.04614282400028,22.522906169501187
483,1.0,114.04614744889469,22.522832968580712
484,1.0,114.04614876926846,22.523470729312237
485,2.0,114.04632194408511,22.515369378333
486,1.0,114.04619435552847,22.521535045178684
487,1.0,114.04614262674856,22.524057045942232
488,1.0,114.04617855349827,22.522626956188837
489,1.0,114.04612540189719,22.52527709108395
490,1.0,114.04618779694303,22.522346143807294
491,1.0,114.04617526489383,22.52373751863845
492,1.0,114.04606392708006,22.52933851009091
493,1.0,114.0462268143541,22.52184889371464
494,1.0,114.04619993199421,22.52337018712308
495,1.0,114.04623044241697,22.52205315332836
496,1.0,114.04621271113672,22.523146898511648
497,1.0,114.04620848390593,22.523657237618757
498,1.0,114.0462031102611,22.523919319535672
499,1.0,114.04620041222991,22.52418087949379
500,1.0,114.04623208049746,22.523241288499428
501,1.0,114.04624816782064,22.522978632915287
502,1.0,114.04627873956991,22.52164790263652
503,1.0,114.04626462761071,22.522585691853536
504,1.0,114.04623738299902,22.52407869517036
505,1.0,114.0462698796255,22.522752453387632
506,1.0,114.0463019559991,22.521485430349195
507,1.0,114.04631960598647,22.521105258905127
508,2.0,114.04642361175432,22.51634988508233
509,1.0,114.04620194419549,22.527090705107405
510,1.0,114.04628027146073,22.523543455273085
511,1.0,114.04631278933097,22.522516189356658
512,1.0,114.04632314978562,22.522238477616348
513,1.0,114.0463357255476,22.52198147397585
514,1.0,114.04631243827849,22.52313211344979
515,1.0,114.04622923070761,22.5273982387972
516,1.0,114.0463070281976,22.523954677113924
517,1.0,114.04632850149606,22.523241094397516
518,1.0,114.04632547585828,22.523390717963625
519,1.0,114.04631774997995,22.523825822328426
520,1.0,114.04637145048535,22.52177427445356
521,1.0,114.04632308127725,22.524222220856526
522,2.0,114.04649248235421,22.516660425005245
523,1.0,114.04636104217444,22.52286993860627
524,1.0,114.04639289971895,22.521435624719338
525,1.0,114.04637421314523,22.52292364096396
526,1.0,114.04636061165989,22.523706813109712
527,1.0,114.04635859606083,22.524117883117203
528,1.0,114.04640353251676,22.522681010364455
529,2.0,114.0465490861107,22.51605022663986
530,1.0,114.04643791136618,22.521621937957953
531,1.0,114.04640886750046,22.52301299577035
532,1.0,114.04638058148458,22.524442433766637
533,1.0,114.04643552035634,22.521930990993052
534,1.0,114.04640138132626,22.523576666656105
535,1.0,114.04637253825938,22.524966058613334
536,1.0,114.04642687483852,22.52248217762775
537,2.0,114.04655701008917,22.516943921775855
538,1.0,114.0464088026552,22.52400897880243
539,2.0,114.04651131779907,22.519693437604605
540,1.0,114.04647861049034,22.5213925072983
541,1.0,114.04646784882014,22.522140766078774
542,2.0,114.04657650336839,22.517600509067
543,1.0,114.04644710102065,22.523897870526778
544,1.0,114.04647268595946,22.522812854100415
545,1.0,114.04646670716365,22.52323906316198
546,2.0,114.04659756009133,22.517241173647925
547,1.0,114.04644882373222,22.52469289889928
548,1.0,114.04651683984709,22.521906829712634
549,1.0,114.04646807540878,22.524234835272544
550,1.0,114.04648510699147,22.52377786185444
551,1.0,114.04634410054183,22.530495177391384
552,1.0,114.04652161369815,22.522624766166043
553,1.0,114.04655008833275,22.521369579817932
554,1.0,114.04654280585358,22.521733856294777
555,1.0,114.04653211264842,22.522398307014882
556,1.0,114.0465076851332,22.523611769635597
557,1.0,114.04653207551789,22.52297310737808
558,1.0,114.04642755948747,22.528619543184725
559,1.0,114.04653200449756,22.52406323789285
560,2.0,114.04662976735867,22.519754506318094
561,2.0,114.04671822766655,22.516043561966725
562,1.0,114.0466071634881,22.521540906558585
563,1.0,114.04659102583223,22.522581530964214
564,1.0,114.0465663659363,22.523935069236224
565,1.0,114.04660729340769,22.5220629158844
566,1.0,114.04659808975633,22.52276883466842
567,1.0,114.04656948920254,22.52426136734593
568,1.0,114.04659634926863,22.523091902470142
569,2.0,114.04674990746413,22.516274340304822
570,1.0,114.04659939070653,22.523391800889982
571,1.0,114.04663252866662,22.52184022225857
572,1.0,114.04664679463534,22.52132187110289
573,1.0,114.04660095533725,22.52382230103593
574,2.0,114.04676045600593,22.516600753503873
575,1.0,114.0464758527857,22.53067288747364
576,1.0,114.04666955637066,22.521683048737415
577,1.0,114.0466983010006,22.520430749247172
578,1.0,114.04670008099983,22.52051663698626
579,1.0,114.04667817164938,22.521925969187528
580,1.0,114.04668930566241,22.521474672636867
581,1.0,114.04650678034083,22.53005970183969
582,1.0,114.04667151813017,22.522515578435502
583,1.0,114.0466391379941,22.524102664343328
584,1.0,114.04666982603509,22.52270755681906
585,1.0,114.04663912500438,22.52430086871748
586,1.0,114.04667400330024,22.5228814891863
587,1.0,114.04669999966615,22.521768660934626
588,1.0,114.04667812077913,22.522937085747053
589,2.0,114.04680825036135,22.51688656129803
590,1.0,114.04670355299959,22.52204614540073
591,1.0,114.04659847342056,22.527184008399047
592,1.0,114.04667140090196,22.52397792913727
593,1.0,114.04672143233313,22.521689334666895
594,1.0,114.04659189167828,22.52791910327237
595,1.0,114.0467321683317,22.52134244763517
596,1.0,114.04659206481897,22.528022975541187
597,1.0,114.04662290600014,22.526590137248448
598,1.0,114.04670708499971,22.522650671233713
599,1.0,114.04661893091397,22.526830498911245
600,1.0,114.04670348520725,22.52308673303422
601,1.0,114.04673213099869,22.52192055650194
602,1.0,114.04660829378159,22.527770394145886
603,1.0,114.04660058501675,22.528162618742883
604,1.0,114.04669419208223,22.523860336290205
605,1.0,114.04671778299986,22.52289180146672
606,1.0,114.04672136466631,22.522729925500315
607,1.0,114.04674648114636,22.52177634569171
608,1.0,114.04675748258848,22.521484747246692
609,1.0,114.04673566199818,22.522541600302706
610,2.0,114.04685084903707,22.517183368467794
611,1.0,114.04672897617996,22.52293775941325
612,1.0,114.04669983400767,22.524325522868835
613,1.0,114.04670698700232,22.524157034933964
614,2.0,114.04680237791045,22.519709471750797
615,1.0,114.04673205366484,22.523109800068486
616,1.0,114.04672128366825,22.523978622267194
617,2.0,114.04690532417628,22.515406121055037
618,1.0,114.04677857600284,22.521624802838396
619,1.0,114.04675862361181,22.522673040160882
620,1.0,114.04677416978716,22.522061335038327
621,1.0,114.04674944347747,22.52386260325687
622,1.0,114.04680624814512,22.52126222886697
623,1.0,114.04679806444388,22.521868077679063
624,1.0,114.0467716920239,22.523183941402195
625,1.0,114.04676086910882,22.524307629380157
626,1.0,114.04676910585243,22.524130674920027
627,1.0,114.04679966983369,22.52280357136019
628,1.0,114.0467222888179,22.52682612621513
629,1.0,114.04683213767667,22.521723800327837
630,1.0,114.0467210797056,22.527113518738208
631,1.0,114.04685338631322,22.521424701360093
632,1.0,114.04679984898645,22.523998285993862
633,1.0,114.04682309753001,22.52306625502223
634,2.0,114.04697599181688,22.515879400727925
